part_id,recoater_streaking,incomplete_spreading,spatter,swelling,over_melting,bright_spot,pitting
1,0.10956537970473283,7.804062880077549e-06,0.015223988903578184,0.00750613171945077,0.8125504302171049,0.03720244908835539,0.017943816303897783
2,0.11398318645778191,5.646431094306985e-05,0.07900099110324234,0.007600193885751513,0.7583721602763711,0.030991551702400602,0.009995452263509404
3,0.7915823316786714,1.014774243174121e-06,0.16936147215329006,0.003381662681503246,0.0,0.018873931116544503,0.016799587595747574
4,0.8124926075839639,0.0,0.15296751094342179,0.003136236637753224,0.0,0.012357341254563453,0.01904630358029758
5,0.7655354930776888,0.0,0.19227183182406127,0.004513655219113992,0.0,0.015069387250665969,0.022609632628469965
6,0.7779602851947518,0.0,0.17521840118012036,0.004685560551922794,0.0,0.016917883492316443,0.025217869580888664
7,0.7753936792379906,0.0,0.1734413656059747,0.005250622411718892,0.002131481655207325,0.017197340068054238,0.026585511021054165
8,0.7888087692201257,0.0,0.16735715588333455,0.0055459844879379785,0.0,0.017390339828784705,0.020897750579817114
9,0.7706130876504668,0.0,0.15803685242998572,0.014045245528387908,0.003728342545713871,0.030296446372822805,0.023280025472622926
10,0.11911550440205243,5.1254684143962836e-05,0.08125091571644129,0.008020817541464149,0.7428511797988884,0.0340554944512671,0.014654833405742763
11,0.7758555315843012,0.0,0.17988028035189305,0.0030588314199801025,0.0,0.01510121955309136,0.0261041370907343
12,0.7664141903895703,0.0,0.18447535808123738,0.0035293900275765715,0.0,0.01237232054702364,0.03320874095459208
13,0.7650978049452293,0.0,0.18878199217420785,0.0035615197263902964,0.0,0.013452302531293755,0.02910638062287879
14,0.8153773848472667,0.0,0.146192696983891,0.0030387876959250904,0.0,0.010892004502522833,0.02449912597039431
15,0.8116307042955574,0.0,0.141757999599236,0.004017076321119652,0.0,0.014627997195762115,0.02796622258832489
16,0.7919662931147096,0.0,0.16707968025588507,0.004642819985312271,0.0,0.014572344014848242,0.021738862629244876
17,0.7880058071740432,0.0,0.151576365881922,0.012089693015005423,0.00045038052558692447,0.02643310425089316,0.021444649152549296
18,0.018652642327438067,0.00023790142967413606,0.09653535528141709,0.0063995056445396575,0.8262651669743009,0.03900302603625642,0.012906402306373728
19,0.5092899995503893,1.7593462008873622e-05,0.42426470731972726,0.006524893771328,0.0,0.034571478652288684,0.02533132724425785
20,0.47306719245131057,0.0,0.4665414345654531,0.007910652877645937,0.0,0.025831028215701293,0.026649691889889072
21,0.5664828023662978,0.0,0.3879783935508947,0.008052588042938538,0.0,0.017086834405467974,0.020399381634401012
22,0.6073360654417976,0.0,0.347292454035209,0.008340158237596831,0.0,0.01574298788047276,0.021288334404923805
23,0.6354723626804748,0.0,0.31783481245442685,0.008527638356383118,0.0,0.017360631384290927,0.02080455512442425
24,0.6521924502555906,0.0,0.31355217124394347,0.007804715629795265,0.0,0.011782633318584706,0.014668029552086022
25,0.4484721015805212,4.178067568544332e-07,0.5165474455085982,0.011694411124355585,0.0,0.014204176312780165,0.00908144766698796
26,0.06297414314812445,6.750377806749686e-05,0.09273964359941764,0.006146751553589769,0.7930878137006387,0.03481815132327463,0.010165992896887287
27,0.7187491273385664,0.0,0.2482264195245161,0.0037624886755853694,0.0,0.014205550877087667,0.015056413584244432
28,0.6894084517255757,0.0,0.2721851249791013,0.005494286353116068,0.0,0.014369222649931613,0.018542914292275246
29,0.7176667995607756,0.0,0.25380255335176366,0.0056565900877265035,0.0,0.008863533170497071,0.014010523829237202
30,0.7238312490427093,5.838621664906322e-07,0.2435950806887783,0.006650190076328301,0.0,0.009090928552981306,0.016831967777036272
31,0.697252165195056,0.0,0.2623356090015627,0.007497792429079526,0.0,0.01325389037276102,0.019660543001540808
32,0.6929812309514559,0.0,0.27999466523864214,0.007115929203000072,0.0,0.007764476791856682,0.012143697815045207
33,0.5111356906016084,3.5091277676929345e-07,0.4588251229686098,0.013124839676725113,0.0,0.012527235217887006,0.0043867606223929375
34,0.18727595460327046,2.5813031278840125e-06,0.010146068128755023,0.006419814378556931,0.745097691086939,0.03666832865619691,0.014389561843153814
35,0.1684792337034933,0.00011806804046112708,0.08218258606689899,0.0072430484530835015,0.7026158933245757,0.029304401863906517,0.010056768547580823
36,0.8940707448723868,2.3437631318799212e-05,0.08770598383245361,0.0024326209529740893,0.0,0.006148156290964067,0.009619056419902605
37,0.8814234238518037,0.0,0.10106677457654833,0.0026273921277218254,0.0,0.0052270466284874,0.009655362815438683
38,0.8909435020753179,1.5162140136080208e-07,0.09223531641491196,0.0026942364914807723,0.0,0.0043381915357352694,0.009788601861152702
39,0.8779671710079303,0.0,0.09992294274330026,0.003728753856511798,0.0,0.005921227863288343,0.012459904528969274
40,0.8838956749716083,1.738089998995384e-07,0.09352601451444197,0.003965886855207717,0.0,0.006171088541433111,0.01244116130830901
41,0.898272999373353,0.0,0.08266843492719057,0.0036874896368248693,0.0,0.005611302374368488,0.009759773688263033
42,0.8878965637422053,0.0,0.07957863041860552,0.008057776676211827,0.0,0.011764302434015939,0.0127027267289614
43,0.2446741745043072,7.621629523286385e-05,0.06513778575240974,0.008495741237369746,0.6468057133824394,0.02769505112840823,0.007115317699832777
44,0.9220650921743168,0.0,0.06475083435178601,0.0018886086259288378,0.0,0.005097134706737822,0.006198330141230541
45,0.8871353031010432,0.0,0.09547936710004583,0.002485590561497025,0.0,0.005348889262833121,0.00955084997458092
46,0.8415165992923038,0.0,0.13627293701300888,0.0038521997702548843,0.0005117113242004496,0.005638054984679813,0.012208497615552148
47,0.8027752678456177,0.0,0.16993550554353726,0.005841826062478907,0.0,0.007300921771505799,0.014146478776860379
48,0.8135648096626529,0.0,0.1594858554608382,0.005823558651798764,0.0,0.008364308130606067,0.012761468094104032
49,0.7714337427029869,3.5628859162148183e-07,0.20263343586725185,0.007641677713097542,0.0,0.00883114717622586,0.009459640251846153
50,0.861065001985804,2.8126162325781457e-06,0.10245720822622358,0.0120650567833272,0.0,0.014609116659077452,0.009800803729335152
51,0.1097636617195916,0.00031255724262401055,0.0675229538149412,0.005234799252482818,0.7835398714805618,0.029744052307874958,0.0038821041819235885
52,0.8161173246733434,0.0,0.16999923721171614,0.002924866736738718,0.0,0.009259235787537422,0.001699335590664301
53,0.8370299010952966,1.0327531463857358e-06,0.1500546946066326,0.0030113016242315285,0.0,0.0075110070830341795,0.002392062837658641
54,0.8131746741666498,1.2533859699734678e-06,0.17779363543138307,0.003168977527416251,0.0,0.0038871676882110484,0.001974291800369874
55,0.7820634398794952,2.87628328974326e-07,0.20181441702483585,0.0049636020731099436,0.0,0.008396733807747499,0.002761519586482504
56,0.7091856165924214,0.0,0.2751919369494854,0.0062634974525821235,0.0,0.006069674122904732,0.0032892748826063587
57,0.6804777152067573,0.0,0.3087538033524999,0.004813759389243721,0.0,0.004406666668964678,0.0015480553825344468
58,0.46268398499650043,0.0,0.5203445050198835,0.006961487820735011,0.0,0.009030873239368221,0.0009791489235128682
59,0.04045125453102348,0.00020976426205237912,0.06095710734114602,0.004596532925133221,0.8655592771688839,0.02646860859574778,0.0017574551760132146
60,0.740505763517301,5.495663443659175e-05,0.24798583934789892,0.0025762714456318793,0.0,0.008211954836159937,0.0006652142185716149
61,0.8154608004300344,0.0,0.17318100121043573,0.0021544136559053955,0.0,0.008339628447514943,0.0008641562561095385
62,0.8235607770932307,0.0,0.17046055931236057,0.0016789215523239495,0.0,0.0038136264040347333,0.00048611563805005633
63,0.7683084541117041,0.0,0.22100965644801396,0.0023095302846202915,0.0,0.0077756404018932,0.0005967187537684764
64,0.8078307356770295,0.0,0.17983036553263554,0.0017326067870338119,0.0,0.010060855650457301,0.0005454363528439052
65,0.756968770413925,0.0,0.23085758265126166,0.0009040160545404492,0.0011073787980934906,0.009863420012070984,0.0002988320701084885
66,0.4918576117924483,0.0,0.26272171991194315,0.000685931356377029,0.21649751959213198,0.028047019375819875,0.0001901979712796711
67,0.0017010834973528682,6.678773055959436e-06,0.025057897806566896,0.0011342464869892254,0.9253663330873955,0.046718971636872816,1.4788711766767322e-05
